Company,System,BaseCopies,EnabledCores,EnabledChips,CoresPerChip,ThreadsPerCore,Base,Peak,CPU
Fujitsu,Fujitsu (SPARC M12-2S),8,1,1,1,8,83.7,102,SPARC M12-2S
Fujitsu,Fujitsu (SPARC M12-2),192,24,2,12,8,1280.0,1440,SPARC M12-2
HPE,"Synergy 620 Gen9 (2.40 GHz, Intel Xeon E7-8894 v4)",96,48,2,24,2,1180.0,1210,Intel Xeon E7-8894 v4
HPE,"ProLiant DL580 Gen9 (2.40 GHz, Intel Xeon E7-8894 v4)",192,96,4,24,2,2400.0,2450,Intel Xeon E7-8894 v4
HPE,"Synergy 680 Gen9 (2.40 GHz, Intel Xeon E7-8894 v4)",192,96,4,24,2,2390.0,2450,Intel Xeon E7-8894 v4
HPE,"ProLiant DL20 Gen9 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,209.0,215,Intel Xeon E3-1280 v6
HPE,"ProLiant ML30 Gen9 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,209.0,213,Intel Xeon E3-1280 v6
Huawei,Huawei RH2288H V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1150,Intel Xeon E5-2699A v4
Huawei,Huawei CH121 V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1150,Intel Xeon E5-2699A v4
Huawei,Huawei XH321 V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1140,Intel Xeon E5-2699A v4
Huawei,Huawei XH628 V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1150,Intel Xeon E5-2699A v4
Huawei,Huawei XH620 V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1150,Intel Xeon E5-2699A v4
Huawei,Huawei XH622 V3 (Intel Xeon E5-2699A v4),88,44,2,22,2,1120.0,1150,Intel Xeon E5-2699A v4
Inspur Corporation,Inspur NF5280M4 (Intel Xeon E5-2698 v4),80,40,2,20,2,1000.0,1040,Intel Xeon E5-2698 v4
Inspur Corporation,Inspur NF5270M4 (Intel Xeon E5-2698 v4),80,40,2,20,2,993.0,1050,Intel Xeon E5-2698 v4
Inspur Corporation,Inspur NF5460M4 (Intel Xeon E5-2698 v4),80,40,2,20,2,1000.0,1050,Intel Xeon E5-2698 v4
Inspur Corporation,Inspur NF5280M4 (Intel Xeon E5-2698 v4),80,40,2,20,2,1050.0,1090,Intel Xeon E5-2698 v4
Inspur Corporation,Inspur NF5280M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,845.0,875,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5180M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,847.0,875,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5460M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,846.0,875,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5270M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,847.0,876,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5166M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,846.0,875,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5170M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,847.0,875,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur NF5180M4 (Intel Xeon E5-2698 v4),80,40,2,20,2,1060.0,1090,Intel Xeon E5-2698 v4
Inspur Corporation,Inspur SA5212M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,847.0,876,Intel Xeon E5-2660 v4
Inspur Corporation,Inspur SA5112M4 (Intel Xeon E5-2660 v4),56,28,2,14,2,847.0,876,Intel Xeon E5-2660 v4
Lenovo Group Limited,"Lenovo System x3550 M5 (2.60 GHz, Intel Xeon E5-2697A v4)",64,32,2,16,2,1010.0,1030,Intel Xeon E5-2697A v4
Lenovo Group Limited,"Lenovo NeXtScale nx360 M5 (2.60 GHz, Intel Xeon E5-2697A v4)",64,32,2,16,2,997.0,1030,Intel Xeon E5-2697A v4
Lenovo Group Limited,"Lenovo ThinkServer TS150 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,207.0,214,Intel Xeon E3-1280 v6
Lenovo Group Limited,"Lenovo System x3250 M6 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,209.0,215,Intel Xeon E3-1280 v6
Lenovo Group Limited,"Lenovo System x3650 M5 (2.60 GHz, Intel Xeon E5-2697A v4)",64,32,2,16,2,1010.0,1040,Intel Xeon E5-2697A v4
Lenovo Group Limited,"Lenovo ThinkServer RS160 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,208.0,215,Intel Xeon E3-1280 v6
Lenovo Group Limited,"Lenovo ThinkServer TS460 (3.90 GHz, Intel Xeon E3-1280 v6)",8,4,1,4,2,208.0,215,Intel Xeon E3-1280 v6
NEC Corporation,Express5800/GT110i (Intel Xeon E3-1220 v6),4,4,1,4,1,185.0,188,Intel Xeon E3-1220 v6
NEC Corporation,Express5800/GT110i (Intel Pentium G4560),4,2,1,2,2,121.0,124,Intel Pentium G4560
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1220 v6),4,4,1,4,1,185.0,188,Intel Xeon E3-1220 v6
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1225 v6),4,4,1,4,1,188.0,192,Intel Xeon E3-1225 v6
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1230 v6),8,4,1,4,2,201.0,208,Intel Xeon E3-1230 v6
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1240L v5),8,4,1,4,2,168.0,174,Intel Xeon E3-1240L v5
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1260L v5),8,4,1,4,2,186.0,192,Intel Xeon E3-1260L v5
NEC Corporation,Express5800/R110i-1 (Intel Pentium G4560),4,2,1,2,2,121.0,124,Intel Pentium G4560
NEC Corporation,Express5800/T110i (Intel Xeon E3-1225 v6),4,4,1,4,1,188.0,192,Intel Xeon E3-1225 v6
NEC Corporation,Express5800/R110i-1 (Intel Xeon E3-1270 v6),8,4,1,4,2,206.0,213,Intel Xeon E3-1270 v6
NEC Corporation,Express5800/T110i (Intel Xeon E3-1220 v6),4,4,1,4,1,184.0,188,Intel Xeon E3-1220 v6
NEC Corporation,Express5800/T110i (Intel Xeon E3-1230 v6),8,4,1,4,2,200.0,206,Intel Xeon E3-1230 v6
NEC Corporation,Express5800/T110i (Intel Xeon E3-1270 v6),8,4,1,4,2,207.0,215,Intel Xeon E3-1270 v6
NEC Corporation,Express5800/T110i (Intel Pentium G4560),4,2,1,2,2,121.0,124,Intel Pentium G4560
NEC Corporation,Express5800/T110i (Intel Core i3-7300),4,2,1,2,2,146.0,151,Intel Core i3-7300
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1225 v6),4,4,1,4,1,188.0,192,Intel Xeon E3-1225 v6
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1220 v6),4,4,1,4,1,184.0,187,Intel Xeon E3-1220 v6
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1230 v6),8,4,1,4,2,201.0,207,Intel Xeon E3-1230 v6
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1260L v5),8,4,1,4,2,186.0,193,Intel Xeon E3-1260L v5
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1240L v5),8,4,1,4,2,167.0,173,Intel Xeon E3-1240L v5
NEC Corporation,Express5800/T110i-S (Intel Xeon E3-1270 v6),8,4,1,4,2,206.0,214,Intel Xeon E3-1270 v6
NEC Corporation,Express5800/T110i-S (Intel Pentium G4560),4,2,1,2,2,121.0,124,Intel Pentium G4560
NEC Corporation,Express5800/T110i-S (Intel Core i3-7300),4,2,1,2,2,146.0,150,Intel Core i3-7300
NEC Corporation,Express5800/A2040d (Intel Xeon E7-8867 v4),144,72,4,18,2,2090.0,2140,Intel Xeon E7-8867 v4
NEC Corporation,Express5800/T110i (Intel Celeron G3930),2,2,1,2,1,93.0,94.0,Intel Celeron G3930
NEC Corporation,Express5800/GT110i (Intel Celeron G3930),2,2,1,2,1,93.0,94.1,Intel Celeron G3930
Supermicro,"SuperServer 5019S-L (X11SSL-F , Intel Xeon E3-1230 v6)",8,4,1,4,2,197.0,202,SSL-F 
Supermicro,"SuperServer 5019S-L (X11SSL-F , Intel Xeon E3-1240 v6)",8,4,1,4,2,201.0,206,SSL-F 
Supermicro,"SuperServer 4048B-TR4FT (X10QBi , Intel Xeon E7-8891 v4)",80,40,4,10,2,1660.0,1710,Intel Xeon E7-8891 v4
Advanced Micro Devices,"Asus RS700A-E9, (AMD EPYC 7551)",128,64,2,32,2,1640.0,1820,AMD EPYC 7551
Advanced Micro Devices,"Asus RS700A-E9, (AMD EPYC 7451)",96,48,2,24,2,1530.0,1710,AMD EPYC 7451
Advanced Micro Devices,"Asus RS700A-E9, (AMD EPYC 7351)",64,32,2,16,2,1260.0,1410,AMD EPYC 7351
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8180, 2.50GHz)",112,56,2,28,2,1810.0,Not Run,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180, 2.50GHz)",224,112,4,28,2,3480.0,Not Run,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6142, 2.60GHz)",64,32,2,16,2,1370.0,1390,Intel Xeon Gold 6142
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8168, 2.70GHz)",96,48,2,24,2,1710.0,1740,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8176, 2.10GHz)",112,56,2,28,2,1700.0,1730,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6138, 2.00GHz)",160,80,4,20,2,2710.0,2760,Intel Xeon Gold 6138
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140, 2.30GHz)",144,72,4,18,2,2750.0,2780,Intel Xeon Gold 6140
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8168, 2.70GHz)",192,96,4,24,2,3350.0,3420,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180M, 2.50GHz)",224,112,4,28,2,3520.0,3580,Intel Xeon Platinum 8180M
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6130, 2.10GHz)",64,32,2,16,2,1270.0,1290,Intel Xeon Gold 6130
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8168, 2.70GHz)",96,48,2,24,2,1700.0,1740,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170, 2.10GHz)",104,52,2,26,2,1650.0,1680,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6138, 2.00GHz)",80,40,2,20,2,1410.0,1430,Intel Xeon Gold 6138
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6140, 2.00GHz)",72,36,2,18,2,1390.0,1420,Intel Xeon Gold 6140
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6130, 2.10GHz)",64,32,2,16,2,1270.0,1300,Intel Xeon Gold 6130
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8170, 2.10GHz)",104,52,2,26,2,1650.0,1680,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140M, 2.30GHz)",72,36,2,18,2,1400.0,1430,Intel Xeon Gold 6140M
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8153, 2.00GHz)",128,64,4,16,2,2330.0,2370,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6148, 2.40GHz)",160,80,4,20,2,2890.0,2940,Intel Xeon Gold 6148
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8160, 2.10GHz)",192,96,4,24,2,3080.0,3140,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6152, 2.10GHz)",176,88,4,22,2,2940.0,3000,Intel Xeon Gold 6152
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6130, 2.10GHz)",128,64,4,16,2,2510.0,2560,Intel Xeon Gold 6130
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6144, 3.50GHz)",64,32,4,8,2,1980.0,2020,Intel Xeon Gold 6144
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8164, 2.00GHz)",208,104,4,26,2,3120.0,3180,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6146, 3.20GHz)",96,48,4,12,2,2450.0,2500,Intel Xeon Gold 6146
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170, 2.10GHz)",208,104,4,26,2,3240.0,3310,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8176, 2.10GHz)",224,112,4,28,2,3280.0,3350,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5120, 2.20GHz)",112,56,4,14,2,2150.0,2190,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5118, 2.30GHz)",96,48,4,12,2,1970.0,2010,Intel Xeon Gold 5118
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6154, 3.00GHz)",72,36,2,18,2,1510.0,1540,Intel Xeon Gold 6154
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8164, 2.00GHz)",104,52,2,26,2,1620.0,1650,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6146, 3.20GHz)",48,24,2,12,2,1260.0,1280,Intel Xeon Gold 6146
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5115, 2.40GHz)",40,20,2,10,2,886.0,900,Intel Xeon Gold 5115
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142, 2.60GHz)",64,32,2,16,2,1350.0,1370,Intel Xeon Gold 6142
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8153, 2.00GHz)",64,32,2,16,2,1170.0,1190,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5118, 2.30GHz)",48,24,2,12,2,995.0,1010,Intel Xeon Gold 5118
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6144, 3.50GHz)",32,16,2,8,2,1000.0,1020,Intel Xeon Gold 6144
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50GHz)",112,56,2,28,2,1780.0,1820,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8153, 2.00GHz)",64,32,2,16,2,1170.0,1190,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6152, 2.10GHz)",88,44,2,22,2,1510.0,1540,Intel Xeon Gold 6152
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8158, 3.00GHz)",48,24,2,12,2,1250.0,1270,Intel Xeon Platinum 8158
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5118, 2.30GHz)",48,24,2,12,2,990.0,1010,Intel Xeon Gold 5118
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5120, 2.20GHz)",56,28,2,14,2,1080.0,1100,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8160, 2.10GHz)",96,48,2,24,2,1590.0,1620,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6148, 2.40GHz)",80,40,2,20,2,1480.0,1510,Intel Xeon Gold 6148
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6144, 3.50GHz)",32,16,2,8,2,1000.0,1020,Intel Xeon Gold 6144
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6140, 2.00GHz)",72,36,2,18,2,1400.0,1430,Intel Xeon Gold 6140
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6138, 2.00GHz)",80,40,2,20,2,1420.0,1450,Intel Xeon Gold 6138
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6150, 2.70GHz)",72,36,2,18,2,1480.0,1510,Intel Xeon Gold 6150
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6154, 3.00GHz)",72,36,2,18,2,1530.0,1550,Intel Xeon Gold 6154
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Platinum 8156, 3.60GHz)",16,8,2,4,2,545.0,556,Intel Xeon Platinum 8156
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5120, 2.20GHz)",56,28,2,14,2,1080.0,1100,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6126, 2.60GHz)",48,24,2,12,2,1160.0,1180,Intel Xeon Gold 6126
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4112, 2.60GHz)",16,8,2,4,2,424.0,431,Intel Xeon Silver 4112
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5115, 2.40GHz)",40,20,2,10,2,888.0,903,Intel Xeon Gold 5115
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6134, 3.20GHz)",32,16,2,8,2,962.0,979,Intel Xeon Gold 6134
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6132, 2.60GHz)",56,28,2,14,2,1260.0,1280,Intel Xeon Gold 6132
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4116, 2.10GHz)",48,24,2,12,2,929.0,945,Intel Xeon Silver 4116
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6136, 3.00GHz)",48,24,2,12,2,1250.0,1270,Intel Xeon Gold 6136
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6128, 3.40GHz)",24,12,2,6,2,776.0,789,Intel Xeon Gold 6128
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 5122, 3.60GHz)",16,8,2,4,2,538.0,548,Intel Xeon Gold 5122
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4114, 2.20GHz)",40,20,2,10,2,835.0,850,Intel Xeon Silver 4114
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Silver 4110, 2.10GHz)",32,16,2,8,2,688.0,698,Intel Xeon Silver 4110
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6126, 2.60GHz)",96,48,4,12,2,2240.0,2280,Intel Xeon Gold 6126
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6128, 3.40GHz)",48,24,4,6,2,1500.0,1530,Intel Xeon Gold 6128
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6154, 3.00GHz)",144,72,4,18,2,2960.0,3020,Intel Xeon Gold 6154
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6132, 2.60GHz)",112,56,4,14,2,2480.0,2530,Intel Xeon Gold 6132
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6142, 2.60GHz)",128,64,4,16,2,2640.0,2680,Intel Xeon Gold 6142
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6134, 3.20GHz)",64,32,4,8,2,1920.0,1950,Intel Xeon Gold 6134
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 5122, 3.60GHz)",32,16,4,4,2,1080.0,1100,Intel Xeon Gold 5122
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8156, 3.60GHz)",32,16,4,4,2,1080.0,1100,Intel Xeon Platinum 8156
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6136, 3.00GHz)",96,48,4,12,2,2390.0,2430,Intel Xeon Gold 6136
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6150, 2.70GHz)",144,72,4,18,2,2830.0,2880,Intel Xeon Gold 6150
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6152, 2.10 GHz)",88,44,2,22,2,1450.0,1480,Intel Xeon Gold 6152
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8168, 2.70GHz)",96,48,2,24,2,1690.0,1720,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8160, 2.10GHz)",96,48,2,24,2,1560.0,1590,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8153, 2.00GHz)",64,32,2,16,2,1170.0,1200,Intel Xeon Platinum 8153
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176, 2.10GHz)",112,56,2,28,2,1670.0,1700,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8170, 2.10 GHz)",104,52,2,26,2,1630.0,1660,Intel Xeon Platinum 8170
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",112,56,2,28,2,1770.0,1800,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8160, 2.10GHz)",96,48,2,24,2,1590.0,1620,Intel Xeon Platinum 8160
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50 GHz)",112,56,2,28,2,1780.0,1820,Intel Xeon Platinum 8180
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6126, 2.60GHz)",48,24,2,12,2,1160.0,1180,Intel Xeon Gold 6126
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6136, 3.00GHz)",48,24,2,12,2,1240.0,1260,Intel Xeon Gold 6136
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8176, 2.10GHz)",112,56,2,28,2,1670.0,1710,Intel Xeon Platinum 8176
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8156, 3.60GHz)",16,8,2,4,2,543.0,552,Intel Xeon Platinum 8156
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6148, 2.40 GHz)",80,40,2,20,2,1470.0,1500,Intel Xeon Gold 6148
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6132, 2.60GHz)",56,28,2,14,2,1260.0,1280,Intel Xeon Gold 6132
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8168, 2.70 GHz)",96,48,2,24,2,1700.0,1740,Intel Xeon Platinum 8168
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5120, 2.20GHz)",56,28,2,14,2,1080.0,1100,Intel Xeon Gold 5120
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8158, 3.00GHz)",48,24,2,12,2,1250.0,1270,Intel Xeon Platinum 8158
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8164, 2.00 GHz)",104,52,2,26,2,1590.0,1620,Intel Xeon Platinum 8164
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 5122, 3.60GHz)",16,8,2,4,2,540.0,549,Intel Xeon Gold 5122
Cisco Systems,Cisco UCS C220 M5 (Intel Xeon Gold 6128 3.40GHz),24,12,2,6,2,780.0,793,Intel Xeon Gold 6128 3.40GHz
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4112, 2.60GHz)",16,8,2,4,2,428.0,434,Intel Xeon Silver 4112
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134, 3.20GHz)",32,16,2,8,2,968.0,985,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge R740 (Intel Xeon Bronze 3104, 1.70 GHz)",12,12,2,6,1,324.0,Not Run,Intel Xeon Bronze 3104
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5120, 2.20 GHz)",56,28,2,14,2,1070.0,Not Run,Intel Xeon Gold 5120
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 5122, 3.60 GHz)",16,8,2,4,2,514.0,Not Run,Intel Xeon Gold 5122
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6126, 2.60 GHz)",48,24,2,12,2,1090.0,Not Run,Intel Xeon Gold 6126
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6128, 3.40 GHz)",24,12,2,6,2,745.0,Not Run,Intel Xeon Gold 6128
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6130, 2.10 GHz)",64,32,2,16,2,1230.0,Not Run,Intel Xeon Gold 6130
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6132, 2.60 GHz)",56,28,2,14,2,1210.0,Not Run,Intel Xeon Gold 6132
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6148, 2.40 GHz)",80,40,2,20,2,1450.0,Not Run,Intel Xeon Gold 6148
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6134, 3.20 GHz)",32,16,2,8,2,913.0,Not Run,Intel Xeon Gold 6134
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6150, 2.70 GHz)",72,36,2,18,2,1420.0,Not Run,Intel Xeon Gold 6150
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6136, 3.00 GHz)",48,24,2,12,2,1190.0,Not Run,Intel Xeon Gold 6136
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6152, 2.10 GHz)",88,44,2,22,2,1460.0,Not Run,Intel Xeon Gold 6152
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6138, 2.00 GHz)",80,40,2,20,2,1370.0,Not Run,Intel Xeon Gold 6138
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6154, 3.00 GHz)",72,36,2,18,2,1500.0,Not Run,Intel Xeon Gold 6154
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6140, 2.30 GHz)",72,36,2,18,2,1360.0,Not Run,Intel Xeon Gold 6140
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8153, 2.00 GHz)",64,32,2,16,2,1130.0,Not Run,Intel Xeon Platinum 8153
Dell Inc.,"PowerEdge R740 (Intel Xeon Gold 6142, 2.60 GHz)",64,32,2,16,2,1310.0,Not Run,Intel Xeon Gold 6142
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8160, 2.10 GHz)",96,48,2,24,2,1530.0,Not Run,Intel Xeon Platinum 8160
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8164, 2.00 GHz)",104,52,2,26,2,1580.0,Not Run,Intel Xeon Platinum 8164
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8168, 2.70 GHz)",96,48,2,24,2,1660.0,Not Run,Intel Xeon Platinum 8168
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8170, 2.10 GHz)",104,52,2,26,2,1590.0,1640,Intel Xeon Platinum 8170
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8176, 2.10 GHz)",112,56,2,28,2,1640.0,Not Run,Intel Xeon Platinum 8176
Dell Inc.,"PowerEdge R740 (Intel Xeon Platinum 8180M, 2.50 GHz)",112,56,2,28,2,1780.0,Not Run,Intel Xeon Platinum 8180M
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 5115, 2.40 GHz)",80,40,4,10,2,1530.0,1600,Intel Xeon Gold 5115
Dell Inc.,"PowerEdge R940 (Intel Xeon Gold 5118, 2.30 GHz)",96,48,4,12,2,1880.0,1920,Intel Xeon Gold 5118
